# ===== O1 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O1  117972.000000  117996.000000  12300.285094  0.486199  0.513801  281.609496  57.488482  0.043688  59832.422397  -0.000408
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  WZ                                                  Bkg            11.847552       13.222187        2.098045        2.242873
  ZZ                                                  Bkg             7.703370        5.447878        1.515060        1.200202

# ===== O10 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O10  117846.000000  118122.000000  12300.285094  0.495700  0.504300  235.528905  164.726951  0.043688  59832.422397  0.000158
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg             0.000000        0.000000        0.000000        0.000000
  DYJetsToLL_M_50                                     Bkg           363.850230      375.471364       52.397074       52.933836
  Data                                                Data       117846.000000   118122.000000      343.287052      343.688813
  ST_s-channel_4f_leptonDecays                        Bkg             7.301057        7.918045        0.710185        0.723497
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg            26.088573       24.595384        1.226056        1.180021
  ST_t-channel_top_4f_InclusiveDecays                 Bkg            23.614627       22.263035        1.109791        1.068122
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg          2073.424129     2078.186882       14.136773       14.156759
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg          2067.232787     2095.725994       13.916716       14.012822
  TTWJetsToLNu                                        Bkg            84.775296       85.572717        0.558127        0.558172
  TTWJetsToQQ                                         Bkg            66.098331       65.495128        2.256020        2.240899
  TTZToLLNuNu                                         Bkg            62.868056       62.827553        0.429322        0.428701
  TTZToQQ                                             Bkg            91.574378       91.368863        0.362710        0.362160
  TTbar_AllHadronic                                   Bkg             1.527286        2.791346        0.325555        0.424836
  TTbar_SemiLeptonic                                  Bkg          1363.023298     1356.571290        7.616013        7.592227
